RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,total_late_payments,serious_delinquent,is_young,debt_income_ratio,worsening_delinquency,Utilization_bucket_medium,Utilization_bucket_high,Utilization_bucket_maxed,actual_default,predicted_probability,predicted_decision
0.170457188,54,0,0.026441446,120000.0,12,0,1,0,3.0,0,0,0,3172.97352,0,False,False,False,0,0.014214552,0
0.178100782,63,0,0.572142695,4400.0,7,0,1,0,0.0,0,0,0,2517.427858,0,False,False,False,0,0.012954365,0
0.0,85,0,0.523658472,3782.0,5,0,2,0,0.0,0,0,0,1980.476341104,0,False,False,False,0,0.010280375,0
0.0,67,0,1.0,5400.0,14,0,2,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.00732464,0
0.054297285,67,0,1.0,5400.0,5,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.003565435,0
0.615712569,43,0,0.065057992,7500.0,10,1,0,0,0.0,1,1,0,487.93494,0,False,True,False,0,0.23513488,1
0.004737181,84,0,0.001834442,4360.0,5,0,0,0,0.0,0,0,0,7.99816712,0,False,False,False,0,0.0030232512,0
0.265117038,54,0,0.336702532,9200.0,14,0,3,0,1.0,0,0,0,3097.6632944,0,False,False,False,0,0.024221784,0
0.669555363,58,1,0.445982798,9533.0,9,0,2,0,0.0,1,0,0,4251.554013334,0,False,True,False,0,0.06483094,1
0.002049898,62,0,0.000101698,9832.0,2,0,0,0,1.0,0,0,0,0.999894736,0,False,False,False,0,0.004780562,0
0.166764533,46,0,1.0,5400.0,8,0,1,0,2.0,0,0,0,1579.810312844,0,False,False,False,0,0.010811934,0
0.015806653,55,0,1.0,5400.0,8,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.006035573,0
0.042786573,71,0,0.200373367,6427.0,21,0,2,0,0.0,0,0,0,1287.7996297089999,0,False,False,False,0,0.011391286,0
0.881603901,45,0,0.740314921,4000.0,12,0,1,0,2.0,0,0,0,2961.2596839999997,0,False,True,False,0,0.13980171,1
0.390647953,59,1,0.274968126,14117.0,8,0,2,0,1.0,1,0,0,3881.725034742,0,True,False,False,0,0.029534334,0
0.032840377,70,0,0.10603559,5450.0,6,0,2,0,0.0,0,0,0,577.8939655,0,False,False,False,0,0.002521759,0
0.022553673,53,0,0.011149558,2600.0,7,0,1,0,2.0,0,0,0,28.9888508,0,False,False,False,0,0.015184827,0
0.198559148,55,2,0.77991453,6083.0,12,0,2,0,2.0,2,0,0,4744.22008599,0,False,False,False,0,0.07974535,1
0.061972075,86,1,0.30021978,2274.0,20,0,1,0,0.0,1,0,0,682.69977972,0,False,False,False,0,0.078424886,1
0.034411042,62,0,0.006194348,7748.0,7,0,0,0,0.0,0,0,0,47.993808304,0,False,False,False,0,0.005949884,0
0.010203943,93,0,0.00617804,3560.0,7,0,0,0,0.0,0,0,0,21.9938224,0,False,False,False,0,0.0035164137,0
0.251957919,73,0,0.725163325,4438.0,21,0,2,0,0.0,0,0,0,3218.27483635,0,False,False,False,0,0.022699825,0
7.25e-05,69,0,0.379888268,3400.0,13,0,1,0,0.0,0,0,0,1291.6201111999999,0,False,False,False,0,0.007567444,0
0.003982713,44,0,1.0,5400.0,3,1,1,0,0.0,1,1,0,1579.810312844,0,False,False,False,0,0.079139106,1
0.702136617,56,0,0.242281682,3400.0,8,0,1,0,0.0,0,0,0,823.7577188,0,False,True,False,0,0.048152298,0
0.973153137,46,0,0.730108211,6283.0,13,0,1,0,2.0,0,0,0,4587.269889713,0,False,False,True,0,0.1394966,1
0.203397363,36,0,0.340968586,4583.0,4,0,1,0,0.0,0,0,0,1562.659029638,0,False,False,False,0,0.015748363,0
0.9999999,42,0,0.243243243,1812.0,1,0,0,0,3.0,0,0,0,440.756756316,0,False,False,True,0,0.1347106,1
0.730538922,25,0,0.004997501,2000.0,1,0,0,0,0.0,0,0,1,9.995002,0,False,True,False,0,0.09004217,1
0.852981045,54,0,0.629885475,5500.0,14,0,2,0,0.0,0,0,0,3464.3701125000002,0,False,True,False,0,0.08540121,1
0.720811685,40,0,0.414453013,3500.0,6,0,1,0,3.0,0,0,0,1450.5855454999999,0,False,True,False,0,0.047577996,0
0.9999999,53,0,0.198606272,7748.0,1,2,1,0,3.0,2,1,0,1538.801395456,0,False,False,True,1,0.45555303,1
0.007029471,37,0,0.336698212,4754.0,8,0,2,0,0.0,0,0,0,1600.663299848,0,False,False,False,0,0.007692109,0
0.89365387,59,0,0.41676314,8637.0,13,0,2,0,3.0,0,0,0,3599.58324018,0,False,True,False,0,0.042905435,0
0.117508854,64,0,1.0,5200.0,17,0,3,0,1.0,0,0,0,5200.0,0,False,False,False,0,0.046579685,0
0.0,75,0,1.0,5400.0,4,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0044250176,0
0.095951728,71,0,0.338127681,7925.0,19,0,1,0,1.0,0,0,0,2679.661871925,0,False,False,False,0,0.013406454,0
0.001615322,77,0,1.0,5400.0,3,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0030046015,0
0.052253096,58,1,1.0,5400.0,15,0,2,0,1.0,1,0,0,1579.810312844,0,False,False,False,0,0.0314467,0
0.140421216,50,0,0.413733906,9319.0,10,0,2,0,2.0,0,0,0,3855.5862700139996,0,False,False,False,0,0.018307574,0
0.038497367,72,0,0.190696891,11866.0,5,0,2,0,0.0,0,0,0,2262.8093086060003,0,False,False,False,0,0.0036983239,0
0.53232615,48,0,0.376314429,5800.0,7,0,1,0,2.0,0,0,0,2182.6236882,0,True,False,False,0,0.03120788,0
0.056714034,57,0,0.50629874,5000.0,13,0,2,0,1.0,0,0,0,2531.4937,0,False,False,False,0,0.015492624,0
0.161596151,50,0,0.402162824,4900.0,4,0,2,0,0.0,0,0,0,1970.5978375999998,0,False,False,False,0,0.019071134,0
0.847843978,50,0,0.259522695,10684.0,6,0,0,0,0.0,0,0,0,2772.7404733800004,0,False,True,False,0,0.040977173,0
0.203980573,36,0,0.172180087,6196.0,9,0,0,0,3.0,0,0,0,1066.827819052,0,False,False,False,0,0.024080904,0
0.270386481,63,0,0.199105935,17000.0,12,0,2,0,0.0,0,0,0,3384.8008950000003,0,False,False,False,0,0.008469363,0
0.291493134,57,0,0.295243537,7000.0,9,0,1,0,1.0,0,0,0,2066.704759,0,False,False,False,0,0.011208975,0
0.35043725,61,0,0.427731216,6800.0,9,0,1,0,0.0,0,0,0,2908.5722688,0,True,False,False,0,0.017723601,0
0.035623828,45,0,0.31392152,4000.0,9,0,1,0,0.0,0,0,0,1255.68608,0,False,False,False,0,0.009262534,0
0.015509888,61,0,1.0,5400.0,8,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.004312427,0
0.663885973,53,1,1.0,5400.0,7,0,1,0,0.0,1,0,0,1579.810312844,0,False,True,False,0,0.09027911,1
0.23998868,78,0,1.0,5400.0,8,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0061207153,0
0.001698664,71,1,1.0,5400.0,8,0,0,0,0.0,1,0,0,1579.810312844,0,False,False,False,0,0.026430186,0
0.040755812,61,0,0.308422894,4000.0,5,0,1,0,0.0,0,0,0,1233.691576,0,False,False,False,0,0.0039925,0
0.0,28,0,0.082968563,5025.0,3,0,0,0,0.0,0,0,1,416.91702907499996,0,False,False,False,0,0.02165848,0
0.019896604,69,0,0.540496408,3061.0,13,0,1,0,1.0,0,0,0,1654.4595048879999,0,False,False,False,0,0.00651815,0
0.157033719,60,0,1.0,5400.0,8,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.006748942,0
0.036736426,63,0,0.207856297,5065.0,9,0,1,0,0.0,0,0,0,1052.792144305,0,False,False,False,0,0.006413935,0
0.186010375,54,0,1.0,5400.0,9,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.01483381,0
0.973038473,29,0,1.0,5400.0,7,0,3,0,0.0,0,0,1,1579.810312844,0,False,False,True,0,0.103220575,1
1.0,27,0,1.0,1500.0,4,0,1,2,0.0,2,0,1,1500.0,0,False,False,True,0,0.47664478,1
0.0,55,0,0.345303478,7100.0,3,0,2,0,3.0,0,0,0,2451.6546938,0,False,False,False,0,0.009504319,0
0.021862808,50,0,0.289471053,10000.0,22,0,2,0,1.0,0,0,0,2894.71053,0,False,False,False,0,0.015548837,0
0.9999999,27,0,1.0,5400.0,1,0,0,0,0.0,0,0,1,1579.810312844,0,False,False,True,0,0.109023,1
0.061439281,58,0,0.498692509,6500.0,19,0,4,0,1.0,0,0,0,3241.5013085,0,False,False,False,0,0.022102593,0
0.49237277,55,0,1.0,4674.0,15,0,5,0,0.0,0,0,0,4674.0,0,True,False,False,0,0.11312447,1
0.020730291,60,1,0.016869728,3200.0,10,0,0,0,0.0,1,0,0,53.9831296,0,False,False,False,0,0.04654812,0
0.013400572,67,3,0.514998421,6333.0,22,0,3,0,0.0,3,0,0,3261.4850001930004,0,False,False,False,0,0.12877133,1
0.099562591,23,0,0.004998078,2600.0,3,0,0,0,0.0,0,0,1,12.995002800000002,0,False,False,False,0,0.018226897,0
0.927256792,54,1,0.230695536,5218.0,11,0,0,0,2.0,1,0,0,1203.769306848,0,False,False,True,0,0.21436109,1
0.008724782,66,0,0.003124024,3200.0,3,0,0,0,0.0,0,0,0,9.9968768,0,False,False,False,0,0.0046330066,0
0.0,57,0,0.510416667,7871.0,13,0,5,0,0.0,0,0,0,4017.489585957,0,False,False,False,0,0.03836914,0
0.056828985,48,0,0.362922574,4584.0,7,0,1,0,0.0,0,0,0,1663.637079216,0,False,False,False,1,0.008217967,0
0.052293669,70,1,1.0,5400.0,16,0,6,0,0.0,1,0,0,1579.810312844,0,False,False,False,0,0.09543989,1
0.069182748,64,0,0.486093438,5500.0,8,0,1,0,0.0,0,0,0,2673.513909,0,False,False,False,0,0.007919668,0
0.048368954,53,0,0.390905355,7300.0,9,2,1,0,2.0,2,1,0,2853.6090915,0,False,False,False,1,0.26399404,1
0.003692213,78,0,0.027425959,10500.0,10,0,1,0,0.0,0,0,0,287.9725695,0,False,False,False,0,0.003989439,0
0.086661414,75,0,0.023320378,1800.0,5,0,0,0,0.0,0,0,0,41.9766804,0,False,False,False,0,0.009400157,0
0.396089396,52,0,1.0,5400.0,7,0,1,0,0.0,0,0,0,1579.810312844,0,True,False,False,0,0.02114539,0
0.036903706,58,0,0.202365647,23333.0,9,0,2,0,1.0,0,0,0,4721.797641451,0,False,False,False,0,0.0068284804,0
0.214051142,46,0,0.279503106,6600.0,8,0,2,1,1.0,1,0,0,1844.7204996,0,False,False,False,0,0.07280283,1
0.040623393,59,0,0.838332807,6333.0,26,0,3,0,1.0,0,0,0,5309.161666731,0,False,False,False,0,0.03893115,0
0.886018748,63,0,0.481669882,5700.0,7,0,1,0,0.0,0,0,0,2745.5183274,0,False,True,False,0,0.033211034,0
0.901464786,70,0,0.229031879,8500.0,10,0,0,0,0.0,0,0,0,1946.7709714999999,0,False,False,True,0,0.034977514,0
0.666359022,31,0,0.127971562,4500.0,5,0,0,0,0.0,0,0,1,575.872029,0,False,True,False,0,0.052480247,0
0.03259109,70,0,0.011927732,5700.0,9,0,0,0,0.0,0,0,0,67.9880724,0,False,False,False,0,0.0040420955,0
0.27151563,62,1,1.0,5400.0,17,0,2,1,0.0,2,0,0,1579.810312844,0,False,False,False,0,0.1296373,1
0.377903449,37,0,0.854813256,1900.0,6,0,0,0,2.0,0,0,0,1624.1451864,0,True,False,False,0,0.031800803,0
0.130738871,55,0,0.294076164,9925.0,28,0,1,0,1.0,0,0,0,2918.7059277,0,False,False,False,0,0.011674586,0
0.060079165,57,0,0.705843146,4500.0,7,0,2,0,1.0,0,0,0,3176.294157,0,False,False,False,0,0.01356345,0
3.77e-05,68,0,0.116725209,3700.0,3,0,1,0,0.0,0,0,0,431.8832733,0,False,False,False,0,0.0047795866,0
0.076610844,41,0,0.349094839,3700.0,4,0,1,0,2.0,0,0,0,1291.6509042999999,0,False,False,False,0,0.010406654,0
0.568923127,39,0,0.278318954,3592.0,5,0,1,0,0.0,0,0,0,999.721682768,0,True,False,False,0,0.040369786,0
0.230285335,47,0,0.305788505,14666.0,11,0,2,0,2.0,0,0,0,4484.69421433,0,False,False,False,0,0.016509593,0
0.000299985,79,0,0.0,5400.0,2,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.00259308,0
0.77048824,65,4,0.140987183,11000.0,5,0,0,0,1.0,4,0,0,1550.8590129999998,0,False,True,False,0,0.2010082,1
0.700854701,58,1,1.0,5400.0,2,0,0,0,0.0,1,0,0,1579.810312844,0,False,True,False,0,0.10125528,1
0.874062969,39,0,0.205420827,4205.0,5,0,1,0,2.0,0,0,0,863.794577535,0,False,True,False,0,0.06002316,1
0.0,51,0,0.234785829,8100.0,2,0,1,0,2.0,0,0,0,1901.7652149,0,False,False,False,0,0.008727891,0
0.978572449,38,1,1.0,1900.0,5,0,1,0,1.0,1,0,0,1900.0,0,False,False,True,1,0.19200552,1
0.016785048,41,1,0.357326478,5834.0,9,0,3,0,2.0,1,0,0,2084.642672652,0,False,False,False,0,0.02557482,0
0.037038518,78,0,1.0,5400.0,1,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0033954615,0
0.0,29,0,0.342518074,7330.0,7,0,2,0,0.0,0,0,1,2510.65748242,0,False,False,False,0,0.025159748,0
0.590772582,46,0,1.0,5400.0,9,0,1,0,3.0,0,0,0,1579.810312844,0,True,False,False,1,0.062323302,1
0.205037395,61,0,0.369193562,11990.0,10,0,4,0,2.0,0,0,0,4426.6308083799995,0,False,False,False,0,0.017052844,0
0.416865017,54,2,0.668435625,4333.0,27,0,1,0,0.0,2,0,0,2896.331563125,0,True,False,False,0,0.11752836,1
0.9999999,39,0,0.033983008,2000.0,3,0,0,0,0.0,0,0,0,67.96601600000001,0,False,False,True,0,0.07434162,1
0.9999999,59,0,0.171557562,3100.0,3,0,0,0,0.0,0,0,0,531.8284422,0,False,False,True,0,0.058737766,0
0.063089475,60,0,0.286237939,18550.0,7,0,2,0,0.0,0,0,0,5309.71376845,0,False,False,False,0,0.00431834,0
0.250752956,60,0,1.0,5400.0,13,0,2,0,1.0,0,0,0,1579.810312844,0,False,False,False,0,0.011017524,0
0.053239532,31,0,0.286745001,4850.0,15,0,1,0,1.0,0,0,1,1390.7132548499999,0,False,False,False,0,0.02244585,0
0.011591895,88,0,0.00056243,5333.0,2,0,0,0,0.0,0,0,0,2.9994391900000004,0,False,False,False,0,0.0022977325,0
0.0,74,0,0.0,5400.0,3,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0024090298,0
0.106880866,50,1,0.50589882,5000.0,16,0,2,0,2.0,1,0,0,2529.4941,0,False,False,False,0,0.06201526,1
0.295132112,77,0,0.484577749,4700.0,19,0,0,0,0.0,0,0,0,2277.5154203,0,False,False,False,0,0.018683733,0
0.9999999,64,0,0.471122112,3635.0,5,0,1,0,0.0,0,0,0,1712.5288771199998,0,False,False,True,0,0.021206437,0
0.0,40,0,0.711890478,6500.0,13,0,4,0,2.0,0,0,0,4627.288107,0,False,False,False,0,0.04374998,0
0.14344333,58,0,0.664131812,4733.0,5,0,1,0,0.0,0,0,0,3143.335866196,0,False,False,False,0,0.01068006,0
0.059388064,55,0,1.0,5400.0,6,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.005799551,0
0.021851473,80,0,0.004113816,5833.0,5,0,0,0,0.0,0,0,0,23.995888728,0,False,False,False,0,0.004023554,0
0.019273092,48,0,0.203053283,10021.0,9,0,2,0,3.0,0,0,0,2034.796948943,0,False,False,False,0,0.007511132,0
0.481303518,50,0,1.0,5400.0,14,0,0,0,0.0,0,0,0,1579.810312844,0,True,False,False,0,0.054057136,0
0.345966111,38,0,0.720511795,2500.0,14,0,1,0,1.0,0,0,0,1801.2794875,0,True,False,False,0,0.061641157,1
0.074496275,67,0,0.168041598,20000.0,5,0,1,0,0.0,0,0,0,3360.8319599999995,0,False,False,False,0,0.0047050645,0
0.047459051,78,0,0.018322581,3874.0,2,0,0,0,1.0,0,0,0,70.981678794,0,False,False,False,0,0.0039773877,0
0.067965104,78,0,0.172905526,560.0,10,0,0,0,0.0,0,0,0,96.82709456,0,False,False,False,0,0.014489315,0
0.101104833,53,0,0.022139694,7000.0,3,0,0,0,2.0,0,0,0,154.977858,0,False,False,False,0,0.011786665,0
0.045967816,48,0,1.0,5400.0,12,0,3,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.013706389,0
0.909590177,49,0,1.0,5400.0,10,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,True,0,0.10444953,1
0.0,75,0,1.0,5400.0,6,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0042938353,0
0.0110215,59,0,1.0,5400.0,14,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.006403627,0
0.047246669,37,0,1.0,0.0,5,0,0,0,0.0,0,0,0,0.0,0,False,False,False,0,0.0072150943,0
0.630378074,38,0,1.0,5400.0,11,0,2,0,0.0,0,0,0,1579.810312844,0,False,True,False,0,0.08239287,1
0.04749736,55,0,1.0,5400.0,13,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.006308046,0
0.331091545,51,0,0.259365757,12171.0,8,0,2,0,3.0,0,0,0,3156.740628447,0,True,False,False,0,0.012156735,0
0.590996286,50,0,0.121508532,9200.0,8,0,0,0,1.0,0,0,0,1117.8784944,0,True,False,False,0,0.03944572,0
0.002233419,86,0,1.0,5400.0,23,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.008726996,0
0.001452015,41,0,1.0,5400.0,6,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.0059154667,0
0.107071807,50,0,0.284471553,10000.0,11,0,2,0,4.0,0,0,0,2844.71553,0,False,False,False,0,0.009830668,0
0.9999999,38,0,0.43369976,5821.0,7,0,1,0,4.0,0,0,0,2524.56630296,0,False,False,True,0,0.07382285,1
0.0,91,0,1.0,5400.0,4,0,0,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.00570008,0
0.863995676,33,0,0.14895035,3000.0,5,0,0,0,0.0,0,0,1,446.85105000000004,0,False,True,False,0,0.07815486,1
0.054749088,59,0,0.010121035,9583.0,5,0,0,0,0.0,0,0,0,96.989878405,0,False,False,False,0,0.005981305,0
0.066773535,50,0,0.29151695,6400.0,11,0,1,0,3.0,0,0,0,1865.70848,0,False,False,False,0,0.010339154,0
0.129385138,53,0,0.005597375,5180.0,16,0,0,0,2.0,0,0,0,28.9944025,0,False,False,False,0,0.020210292,0
0.005652911,50,0,0.208156196,6350.0,8,0,1,0,0.0,0,0,0,1321.7918445999999,0,False,False,False,0,0.0053642653,0
0.0,41,0,1.0,5400.0,6,0,3,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.023483533,0
0.094613173,30,0,0.074735987,2461.0,4,0,0,0,0.0,0,0,1,183.925264007,0,False,False,False,0,0.013487785,0
0.751544832,63,0,0.552604994,6928.0,16,0,2,0,0.0,0,0,0,3828.4473984319998,0,False,True,False,0,0.052640446,0
0.1441445,37,0,0.266137333,6800.0,11,0,1,0,0.0,0,0,0,1809.7338644,0,False,False,False,0,0.013571773,0
0.343937466,26,0,0.701583435,820.0,5,0,0,0,0.0,0,0,1,575.2984167,0,True,False,False,0,0.018805193,0
0.61653405,48,0,0.524418398,5630.0,11,0,1,0,2.0,0,0,0,2952.47558074,0,False,True,False,0,0.05684093,0
0.626991807,64,0,0.304954305,2078.0,4,0,0,0,2.0,0,0,0,633.69504579,0,False,True,False,0,0.04181851,0
0.0,77,0,0.636515115,4200.0,6,0,2,0,0.0,0,0,0,2673.363483,0,False,False,False,0,0.0104249865,0
0.066650341,66,0,0.240867893,3640.0,10,0,0,0,0.0,0,0,0,876.75913052,0,False,False,False,0,0.009987704,0
0.307586748,25,0,0.04697533,5917.0,4,0,0,0,0.0,0,0,1,277.95302761,0,True,False,False,0,0.027559342,0
0.011647255,46,0,0.204814052,9222.0,10,0,0,0,1.0,0,0,0,1888.7951875439999,0,False,False,False,0,0.011535705,0
0.376826554,48,1,0.455233471,7002.0,4,0,2,0,3.0,1,0,0,3187.544763942,0,True,False,False,0,0.06778258,1
0.059035623,36,0,0.47421638,5933.0,10,0,1,0,1.0,0,0,0,2813.52578254,0,False,False,False,0,0.015946358,0
0.251517672,49,1,1.0,32000.0,12,0,0,0,5.0,1,0,0,32000.0,0,False,False,False,0,0.096291676,1
0.581445966,51,0,0.118588141,10000.0,7,0,0,0,0.0,0,0,0,1185.88141,0,True,False,False,0,0.040815752,0
0.4931043,49,0,0.391658335,7000.0,11,0,3,0,1.0,0,0,0,2741.608345,0,True,False,False,0,0.02756087,0
0.063364555,44,0,0.009001895,6331.0,4,0,0,0,3.0,0,0,0,56.990997244999996,0,False,False,False,0,0.011302249,0
0.183382489,58,0,1.0,5400.0,10,0,1,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.009173631,0
0.319699572,55,0,1.0,5400.0,10,0,2,0,3.0,0,0,0,1579.810312844,0,True,False,False,0,0.019247383,0
0.052858266,53,1,1.0,887.0,11,0,3,0,0.0,1,0,0,887.0,0,False,False,False,0,0.11805099,1
0.9999999,40,0,0.60616581,7200.0,6,0,3,0,0.0,0,0,0,4364.393832,0,False,False,True,0,0.06573963,1
0.13739313,56,0,1.0,5400.0,4,0,2,0,0.0,0,0,0,1579.810312844,0,False,False,False,0,0.008729005,0
0.845077461,73,0,0.901463763,2800.0,5,0,1,0,0.0,0,0,0,2524.0985364,0,False,True,False,0,0.02973722,0
0.008690143,56,0,0.328863606,7382.0,14,0,2,0,0.0,0,0,0,2427.671139492,0,False,False,False,0,0.010242818,0
0.8712259,45,1,0.09088874,8933.0,9,0,0,1,1.0,2,0,0,811.9091144199999,0,False,True,False,0,0.1964811,1
0.307495677,36,0,0.284114542,6250.0,7,0,2,0,2.0,0,0,0,1775.7158875000002,0,True,False,False,0,0.022377832,0
0.042671951,58,0,0.588129496,1667.0,8,0,1,0,0.0,0,0,0,980.411869832,0,False,False,False,0,0.011839758,0
0.243788693,40,0,0.563394535,6916.0,13,0,3,0,0.0,0,0,0,3896.4366040600003,0,False,False,False,0,0.045714337,0
0.884724819,54,0,0.32395467,7676.0,11,0,2,0,0.0,0,0,0,2486.67604692,0,False,True,False,1,0.046554238,0
0.9999999,41,1,0.389276982,5725.0,5,0,2,0,2.0,1,0,0,2228.61072195,0,False,False,True,1,0.1627862,1
0.0,26,0,0.0,5400.0,1,0,0,0,0.0,0,0,1,1579.810312844,0,False,False,False,0,0.01921055,0
0.049231886,65,0,0.870762053,6429.0,4,0,2,0,0.0,0,0,0,5598.1292387369995,0,False,False,False,0,0.017133148,0
0.223525134,62,1,1.0,5400.0,8,0,0,0,2.0,1,0,0,1579.810312844,0,False,False,False,0,0.053769507,0
0.0,59,0,0.153653966,1600.0,8,0,0,0,0.0,0,0,0,245.8463456,0,False,False,False,0,0.014478405,0
0.136172765,32,0,0.463845617,4300.0,2,0,1,0,0.0,0,0,1,1994.5361530999999,0,False,False,False,0,0.014795163,0
0.027821893,70,0,0.003249188,4000.0,6,0,0,0,0.0,0,0,0,12.996752,0,False,False,False,0,0.0035981042,0
0.038381141,50,0,0.152130441,6500.0,12,0,1,0,0.0,0,0,0,988.8478665,0,False,False,False,0,0.007474682,0
0.0,28,0,0.014366021,1600.0,3,0,0,0,0.0,0,0,1,22.9856336,0,False,False,False,0,0.038058642,0
0.019232539,75,0,0.009239298,3246.0,4,0,0,0,0.0,0,0,0,29.990761308,0,False,False,False,0,0.0042430977,0
0.024210208,73,0,0.159872505,5960.0,8,0,1,0,0.0,0,0,0,952.8401298,0,False,False,False,0,0.0043891724,0
0.978174126,70,0,0.38700342,7601.0,11,0,1,1,0.0,1,0,0,2941.61299542,0,False,False,True,1,0.18953991,1
0.172198488,64,0,0.106275749,25000.0,4,0,1,0,1.0,0,0,0,2656.893725,0,False,False,False,0,0.005189927,0
0.015269649,79,0,0.167013167,2885.0,8,0,1,0,1.0,0,0,0,481.83298679499995,0,False,False,False,0,0.0072752996,0
0.0,65,0,0.17447819,8000.0,5,0,1,0,0.0,0,0,0,1395.82552,0,False,False,False,0,0.0054893186,0
0.306894079,56,1,0.671465707,5000.0,14,0,1,0,1.0,1,0,0,3357.3285349999996,0,True,False,False,0,0.064551756,1
0.0,43,1,0.022837236,10333.0,7,0,0,0,0.0,1,0,0,235.977159588,0,False,False,False,1,0.027245868,0
0.300639103,66,0,1.0,5400.0,6,0,2,0,0.0,0,0,0,1579.810312844,0,True,False,False,0,0.007911823,0
0.42047664,39,0,0.431933549,4333.0,21,0,0,0,1.0,0,0,0,1871.5680678170002,0,True,False,False,0,0.10731375,1
0.445974286,61,0,0.535496103,9493.0,15,0,1,0,0.0,0,0,0,5083.464505778999,0,True,False,False,0,0.024376318,0
0.585506649,41,0,1.0,0.0,6,0,1,0,1.0,0,0,0,0.0,0,True,False,False,0,0.033467453,0
0.012660784,57,0,1.0,10000.0,13,0,2,0,3.0,0,0,0,10000.0,0,False,False,False,0,0.03890792,0
0.928414317,54,1,0.687197678,3100.0,5,0,1,0,1.0,1,0,0,2130.3128017999998,0,False,False,True,0,0.12732865,1
0.062201543,44,0,0.268910363,3000.0,8,0,1,0,0.0,0,0,0,806.731089,0,False,False,False,0,0.013241431,0
0.535823209,44,0,0.241191229,9166.0,2,0,0,0,0.0,0,0,0,2210.7588050140002,0,True,False,False,0,0.03162902,0
0.097379118,60,0,0.265380313,7151.0,7,0,2,0,0.0,0,0,0,1897.734618263,0,False,False,False,0,0.0062715784,0
0.217901289,62,0,0.129671432,3986.0,9,0,0,0,0.0,0,0,0,516.870327952,0,False,False,False,1,0.021334581,0
0.162505645,63,0,0.626373626,3912.0,9,0,2,0,0.0,0,0,0,2450.373624912,0,False,False,False,0,0.018091867,0
0.007083137,69,0,0.682878081,1500.0,7,0,1,0,0.0,0,0,0,1024.3171215,0,False,False,False,0,0.0053172773,0
0.0,52,3,1.0,5400.0,5,2,1,1,0.0,6,1,0,1579.810312844,1,False,False,False,0,0.42879835,1
0.081304056,51,0,0.41640437,5400.0,12,0,1,0,3.0,0,0,0,2248.583598,0,False,False,False,0,0.0116903875,0
0.808282756,41,1,0.135620915,1835.0,6,0,0,0,0.0,1,0,0,248.864379025,0,False,True,False,1,0.15714777,1
0.465466694,45,0,0.15959253,5300.0,3,0,0,0,0.0,0,0,0,845.840409,0,True,False,False,0,0.028944835,0
1.0,36,1,0.456031383,3058.0,7,0,1,0,1.0,1,0,0,1394.543969214,0,False,False,True,0,0.31653732,1
0.587841216,33,0,0.304836895,2666.0,5,0,0,0,0.0,0,0,1,812.69516207,0,True,False,False,0,0.048224993,0
0.0,58,0,0.33760734,8500.0,6,0,1,0,1.0,0,0,0,2869.66239,0,False,False,False,0,0.007851129,0
0.018904194,54,0,0.305015599,8333.0,10,0,1,0,0.0,0,0,0,2541.694986467,0,False,False,False,0,0.008318323,0
0.000820835,76,0,1.0,1403.0,10,0,1,0,0.0,0,0,0,1403.0,0,False,False,False,0,0.010593779,0
0.350432478,60,0,1.0,5400.0,6,0,2,0,0.0,0,0,0,1579.810312844,0,True,False,False,0,0.016018396,0
0.416841192,57,0,0.395026844,7077.0,14,0,1,0,0.0,0,0,0,2795.604974988,0,True,False,False,0,0.02496084,0
0.262299844,67,1,0.440757286,4700.0,11,0,2,0,0.0,1,0,0,2071.5592442,0,False,False,False,0,0.053842913,0
